UserID,CustomerAge,Sex,Tenure,ServiceUsageRate,SupportCalls,BillingDelay,PlanType,AgreementDuration,TotalExpenditure,RecentActivity,Churn
10033,64,Female,26,1,0,8,Basic,Monthly,145,30,0
10034,43,Male,54,7,3,27,Basic,Quarterly,619,17,0
10035,33,Male,48,3,3,5,Basic,Quarterly,343,25,0
10036,21,Female,28,3,3,12,Standard,Quarterly,719,18,0
10037,55,Female,3,1,3,1,Basic,Monthly,552,6,1
10038,32,Female,42,12,5,21,Basic,Annual,781,23,1
10039,28,Male,60,3,10,0,Standard,Quarterly,416,30,0
10040,30,Male,30,19,4,2,Basic,Quarterly,368,3,0
10041,39,Male,34,20,3,28,Basic,Quarterly,790,25,0
10042,65,Female,17,3,10,5,Basic,Quarterly,535,17,1
10043,41,Male,59,3,6,30,Basic,Monthly,453,8,1
10044,36,Male,21,6,4,18,Premium,Monthly,546,6,0
10045,47,Female,4,4,1,5,Premium,Monthly,537,23,0
10046,46,Female,20,5,7,23,Standard,Quarterly,231,2,1
10047,18,Female,30,25,1,7,Standard,Quarterly,863,30,0
10048,25,Female,38,30,1,2,Standard,Quarterly,167,10,0
10049,27,Male,27,3,10,4,Standard,Monthly,524,24,0
10050,29,Female,8,4,10,25,Standard,Monthly,241,29,1
10051,20,Male,47,6,4,4,Premium,Quarterly,565,15,0
10052,41,Female,45,18,7,21,Premium,Annual,977,22,1
10053,52,Male,42,11,3,7,Premium,Annual,712,27,0
10054,41,Female,38,27,8,30,Standard,Annual,929,16,1
10055,60,Female,27,6,6,17,Standard,Quarterly,934,30,1
10056,29,Male,32,6,3,3,Standard,Quarterly,287,9,0
10057,25,Female,26,9,0,5,Standard,Monthly,153,16,0
10058,52,Female,32,3,8,3,Standard,Monthly,941,3,1
10059,48,Male,35,14,7,23,Standard,Monthly,402,13,1
10060,62,Female,23,29,5,23,Basic,Monthly,660,10,1
10061,52,Female,1,28,10,4,Standard,Annual,997,1,0
10062,30,Male,14,29,10,13,Premium,Quarterly,719,21,0
10063,19,Male,42,2,9,27,Basic,Annual,245,19,1
10064,26,Male,53,22,8,20,Standard,Quarterly,848,15,1
10065,48,Female,34,14,9,29,Basic,Annual,866,24,1
10066,62,Female,54,8,5,0,Basic,Annual,666,25,0
10067,28,Male,7,7,7,1,Basic,Annual,621,19,0
10068,23,Female,56,9,1,0,Standard,Annual,764,27,0
10069,46,Male,43,21,10,2,Standard,Quarterly,600,20,0
10070,26,Female,35,4,10,16,Basic,Annual,320,30,1
10071,43,Female,5,6,3,9,Basic,Quarterly,770,19,0
10072,39,Female,60,13,10,13,Basic,Quarterly,799,8,0
10073,37,Male,19,14,5,4,Premium,Monthly,572,26,0
10074,25,Female,52,13,2,30,Basic,Monthly,839,7,1
10075,18,Male,24,16,4,0,Basic,Annual,434,8,0
10076,44,Male,32,6,7,14,Standard,Quarterly,524,28,0
10077,61,Male,58,25,6,18,Standard,Monthly,666,28,1
10078,64,Male,23,30,10,28,Basic,Quarterly,529,15,0
10079,24,Male,11,9,2,29,Premium,Quarterly,308,20,0
10080,59,Female,11,3,3,1,Standard,Quarterly,419,5,0
10081,50,Male,45,2,6,29,Standard,Quarterly,174,22,1
10082,30,Male,30,16,10,22,Basic,Annual,811,8,1
10083,63,Female,55,15,6,20,Basic,Annual,130,9,1
10084,40,Male,45,14,5,24,Standard,Annual,991,14,1
10085,38,Male,4,5,5,7,Premium,Quarterly,848,20,0
10086,26,Female,41,24,8,27,Basic,Monthly,642,11,1
10087,38,Female,53,25,10,3,Premium,Annual,891,28,0
10088,23,Female,53,12,3,4,Premium,Monthly,575,21,0
10089,42,Male,26,21,4,30,Premium,Quarterly,329,23,0
10090,37,Female,56,19,6,16,Premium,Annual,163,21,1
10091,19,Female,27,24,0,17,Premium,Monthly,750,16,0
10092,43,Female,48,14,9,2,Standard,Annual,954,2,0
10093,52,Female,38,14,9,16,Basic,Annual,243,28,1
10094,23,Female,50,26,7,13,Premium,Annual,368,12,0
10095,58,Female,59,20,6,22,Premium,Monthly,879,14,1
10096,32,Male,6,10,8,13,Basic,Quarterly,535,17,0
10097,57,Female,15,13,1,27,Premium,Monthly,760,30,1
10098,22,Female,1,23,3,11,Standard,Quarterly,722,29,0
10099,28,Male,4,8,9,30,Premium,Annual,410,14,0
10100,47,Male,35,16,6,19,Premium,Annual,782,28,1
10101,49,Male,24,11,10,24,Standard,Annual,875,2,1
10102,49,Female,6,8,7,21,Standard,Monthly,209,11,1
10103,28,Male,51,6,6,19,Basic,Annual,466,23,1
10104,19,Female,35,26,10,28,Basic,Annual,761,24,1
10105,25,Female,48,11,7,5,Basic,Quarterly,966,16,0
10106,34,Female,38,29,0,29,Premium,Monthly,839,12,1
10107,18,Male,21,21,4,29,Premium,Quarterly,574,10,0
10108,57,Female,32,6,9,20,Premium,Annual,558,28,1
10109,48,Male,33,21,1,26,Premium,Annual,636,7,0
10110,65,Female,58,26,7,28,Premium,Monthly,871,2,1
10111,64,Male,32,25,6,30,Basic,Monthly,847,30,1
10112,57,Male,59,6,10,19,Basic,Monthly,968,22,1
10113,35,Female,7,12,10,18,Basic,Annual,641,26,0
10114,45,Female,35,26,0,21,Basic,Annual,800,9,0
10115,43,Male,37,15,9,8,Basic,Annual,822,8,0
10116,26,Female,18,12,3,29,Standard,Annual,382,29,1
10117,49,Male,51,27,7,5,Standard,Quarterly,713,8,0
10118,46,Male,44,22,4,13,Basic,Quarterly,662,25,0
10119,26,Female,45,3,3,28,Premium,Annual,393,26,1
10120,61,Female,45,26,9,8,Premium,Annual,373,10,0
10121,35,Female,45,12,9,26,Standard,Monthly,714,17,1
10122,33,Male,47,21,10,28,Premium,Annual,121,25,1
10123,21,Male,34,24,0,27,Basic,Monthly,650,11,0
10124,51,Male,3,30,5,7,Standard,Quarterly,561,4,0
10125,58,Male,11,12,9,4,Premium,Monthly,612,13,0
10126,31,Female,48,19,9,19,Basic,Annual,776,16,1
10127,35,Female,51,4,4,6,Basic,Monthly,767,30,0
10128,63,Female,38,11,6,26,Premium,Quarterly,437,3,1
10129,55,Female,35,29,6,14,Premium,Quarterly,427,1,0
10130,64,Female,40,12,10,25,Standard,Quarterly,882,25,1
10131,25,Male,60,16,10,30,Premium,Quarterly,680,6,1
10132,46,Female,14,12,2,23,Standard,Quarterly,122,9,1
10133,32,Female,22,17,9,15,Premium,Monthly,186,4,0
10134,32,Male,19,6,10,10,Premium,Annual,231,13,0
10135,63,Female,25,15,1,25,Premium,Monthly,853,28,1
10136,37,Female,33,5,10,21,Premium,Monthly,192,19,1
10137,33,Female,41,12,5,17,Premium,Annual,424,18,1
10138,25,Male,6,7,2,9,Basic,Quarterly,670,25,0
10139,42,Male,26,6,6,15,Standard,Monthly,337,18,0
10140,29,Male,29,26,6,12,Basic,Quarterly,684,7,0
10141,53,Female,16,15,6,23,Standard,Monthly,220,28,1
10142,29,Female,57,12,8,23,Basic,Quarterly,765,19,1
10143,49,Female,6,24,4,17,Standard,Annual,501,26,0
10144,41,Female,35,11,4,3,Basic,Quarterly,773,11,0
10145,19,Female,28,13,8,17,Premium,Quarterly,115,8,1
10146,42,Male,53,12,7,28,Basic,Annual,659,23,1
10147,42,Female,38,25,3,14,Standard,Quarterly,413,2,0
10148,23,Male,11,17,5,29,Premium,Annual,736,9,0
10149,35,Male,11,10,2,19,Standard,Quarterly,491,2,0
10150,61,Male,45,1,6,24,Standard,Quarterly,916,26,1
10151,61,Female,52,25,8,6,Basic,Quarterly,881,26,0
10152,28,Male,13,12,8,23,Standard,Quarterly,734,7,0
10153,34,Female,44,23,8,26,Standard,Monthly,419,7,1
10154,39,Male,23,18,7,3,Standard,Annual,991,22,0
10155,63,Female,58,10,8,30,Standard,Monthly,275,11,1
10156,54,Male,42,23,9,17,Basic,Annual,604,7,1
10157,31,Female,41,10,0,21,Standard,Annual,314,16,1
10158,22,Male,49,13,8,21,Premium,Quarterly,864,12,1
10159,60,Female,37,21,8,23,Premium,Quarterly,768,26,1
10160,60,Female,34,26,8,25,Basic,Annual,549,29,1
10161,63,Female,38,7,3,22,Basic,Annual,643,23,0
10162,21,Female,1,19,6,28,Premium,Monthly,404,12,1
10163,19,Female,25,11,10,16,Basic,Monthly,681,19,1
10164,23,Male,31,2,9,2,Premium,Annual,519,27,0
10165,56,Female,53,2,2,11,Standard,Monthly,846,16,0
10166,59,Female,42,11,7,8,Basic,Annual,167,7,0
10167,50,Male,35,12,4,11,Standard,Quarterly,980,10,0
10168,49,Male,31,6,6,25,Premium,Monthly,961,9,1
10169,45,Female,47,27,8,19,Standard,Monthly,595,19,1
10170,34,Male,58,26,8,26,Standard,Monthly,714,2,1
10171,29,Female,2,2,1,30,Standard,Monthly,828,23,1
10172,19,Male,57,29,5,5,Basic,Annual,418,30,0
10173,23,Female,18,13,0,21,Standard,Monthly,495,6,1
10174,28,Male,59,20,10,0,Basic,Monthly,870,10,0
10175,22,Male,6,20,1,3,Basic,Quarterly,673,29,0
10176,26,Male,27,9,6,19,Basic,Monthly,442,19,1
10177,21,Female,43,23,1,27,Premium,Quarterly,742,5,0
10178,54,Male,20,18,10,26,Standard,Monthly,260,18,0
10179,52,Female,56,5,0,25,Premium,Quarterly,179,16,1
10180,59,Female,21,30,3,27,Basic,Monthly,483,21,1
10181,62,Male,52,12,9,21,Basic,Monthly,356,5,1
10182,60,Female,35,4,0,1,Basic,Monthly,568,24,0
10183,48,Male,56,23,8,21,Basic,Annual,833,5,1
10184,45,Male,39,3,2,4,Premium,Annual,310,23,0
10185,24,Male,39,6,9,0,Standard,Monthly,554,25,0
10186,63,Female,13,4,0,30,Premium,Monthly,652,30,1
10187,21,Female,13,3,4,12,Standard,Quarterly,630,10,0
10188,63,Female,44,15,7,18,Basic,Monthly,982,23,1
10189,38,Female,30,27,9,18,Standard,Monthly,601,11,1
10190,57,Male,30,1,7,23,Basic,Quarterly,926,24,1
10191,40,Male,16,25,9,13,Premium,Quarterly,833,19,0
10192,64,Female,40,2,5,25,Premium,Annual,237,30,1
10193,34,Female,25,15,9,30,Standard,Annual,191,30,1
10194,20,Female,28,27,4,9,Premium,Annual,859,13,0
10195,41,Female,44,6,5,30,Standard,Annual,712,6,1
10196,54,Female,42,15,0,13,Standard,Monthly,520,10,0
10197,65,Female,1,5,9,25,Premium,Monthly,423,22,1
10198,36,Male,24,13,6,21,Premium,Annual,834,6,1
10199,21,Female,10,21,6,30,Standard,Monthly,440,1,1
10200,27,Female,25,23,8,27,Standard,Quarterly,486,15,1
10201,60,Female,36,7,10,18,Basic,Annual,333,17,1
10202,30,Male,28,17,8,2,Standard,Monthly,700,15,0
10203,37,Female,33,15,6,12,Standard,Monthly,668,7,0
10204,23,Female,40,13,0,2,Standard,Monthly,497,14,0
10205,49,Male,57,14,10,27,Premium,Monthly,698,27,1
10206,19,Male,22,30,7,18,Premium,Monthly,797,21,0
10207,45,Male,49,24,6,20,Standard,Quarterly,551,15,1
10208,40,Female,39,27,3,18,Premium,Quarterly,816,26,0
10209,24,Male,52,1,5,11,Standard,Annual,185,15,1
10210,36,Male,52,10,0,19,Basic,Quarterly,185,16,0
10211,25,Female,25,21,7,27,Basic,Monthly,454,22,1
10212,35,Female,41,1,3,13,Premium,Monthly,409,14,0
10213,65,Female,44,18,9,28,Premium,Quarterly,179,26,1
10214,45,Female,32,26,5,22,Standard,Quarterly,759,22,1
10215,40,Male,44,21,3,29,Premium,Annual,788,17,0
10216,63,Male,53,22,9,27,Standard,Monthly,518,8,1
10217,51,Female,50,17,1,13,Standard,Annual,846,11,0
10218,40,Male,17,26,9,15,Standard,Monthly,734,16,0
10219,52,Male,38,9,5,14,Standard,Monthly,736,3,0
10220,48,Female,42,8,5,10,Basic,Quarterly,594,24,0
10221,29,Female,42,25,6,27,Premium,Quarterly,431,28,1
10222,53,Female,41,2,6,0,Standard,Quarterly,455,13,1
10223,55,Female,23,28,4,15,Standard,Quarterly,707,6,0
10224,52,Female,17,10,10,26,Basic,Monthly,645,20,1
10225,45,Male,35,27,0,7,Standard,Quarterly,429,28,0
10226,20,Male,56,10,0,29,Basic,Annual,588,8,0
10227,48,Male,16,23,10,2,Premium,Annual,789,10,0
10228,61,Female,47,11,8,20,Premium,Annual,527,13,1
10229,57,Male,47,14,3,29,Basic,Quarterly,242,29,0
10230,38,Female,41,4,3,25,Basic,Monthly,710,16,1
10231,45,Male,25,15,7,15,Premium,Annual,765,11,0
10232,40,Male,6,30,3,21,Basic,Monthly,727,20,0
10233,43,Male,55,10,10,20,Standard,Monthly,780,2,1
10234,29,Female,37,22,6,22,Basic,Quarterly,611,21,1
10235,57,Male,45,16,5,30,Premium,Annual,214,17,1
10236,22,Male,15,23,3,2,Premium,Monthly,297,6,0
10237,49,Female,32,9,6,23,Standard,Annual,197,1,1
10238,45,Male,56,23,0,10,Basic,Annual,905,5,0
10239,29,Male,41,7,5,24,Premium,Monthly,840,11,1
10240,46,Male,16,13,5,13,Basic,Quarterly,117,19,0
10241,61,Male,14,2,4,11,Premium,Quarterly,409,3,1
10242,24,Female,41,27,4,21,Premium,Annual,392,6,1
10243,20,Female,11,6,10,28,Basic,Quarterly,376,14,1
10244,27,Female,14,27,7,20,Premium,Annual,140,28,0
10245,61,Male,59,14,3,21,Basic,Monthly,306,14,0
10246,27,Male,59,20,6,24,Premium,Annual,590,4,1
10247,45,Male,12,19,2,19,Basic,Quarterly,739,23,0
10248,50,Female,25,3,8,18,Basic,Monthly,699,15,1
10249,25,Male,32,13,10,14,Standard,Annual,199,22,0
10250,48,Male,42,20,6,29,Basic,Quarterly,636,26,1
10251,24,Male,41,18,10,4,Standard,Annual,441,28,0
10252,23,Male,7,6,4,5,Standard,Annual,551,2,0
10253,29,Female,4,7,0,27,Standard,Monthly,986,11,1
10254,45,Male,19,6,5,5,Standard,Quarterly,440,5,0
10255,28,Male,16,26,1,23,Premium,Annual,509,22,0
10256,56,Female,55,22,6,27,Basic,Annual,737,23,1
10257,44,Female,56,2,4,5,Premium,Annual,810,15,0
10258,36,Male,29,13,5,3,Basic,Annual,517,22,0
10259,62,Male,46,15,9,4,Basic,Quarterly,128,21,0
10260,27,Female,7,3,7,6,Standard,Annual,745,21,0
10261,21,Male,28,20,7,28,Standard,Annual,479,27,1
10262,58,Female,58,9,2,4,Premium,Monthly,547,10,0
10263,58,Male,51,26,4,23,Standard,Monthly,475,14,0
10264,46,Male,35,28,6,18,Premium,Quarterly,354,11,1
10265,50,Male,42,22,5,30,Premium,Annual,992,14,1
10266,61,Male,37,27,10,25,Premium,Monthly,187,25,1
10267,57,Female,6,22,2,10,Standard,Annual,708,27,0
10268,18,Male,56,11,7,21,Basic,Quarterly,603,24,1
10269,34,Male,55,30,9,30,Premium,Annual,919,30,1
10270,19,Female,5,1,0,8,Standard,Quarterly,525,5,0
10271,38,Female,17,27,5,24,Basic,Monthly,312,27,1
10272,49,Male,54,16,0,28,Basic,Annual,401,22,0
10273,22,Male,57,16,4,3,Premium,Annual,359,7,0
10274,35,Female,11,30,2,6,Basic,Annual,479,19,0
10275,58,Female,48,23,0,1,Basic,Quarterly,892,2,0
10276,63,Male,33,21,0,27,Premium,Quarterly,215,4,0
10277,37,Female,31,15,7,16,Premium,Annual,827,3,1
10278,41,Female,44,27,6,22,Standard,Monthly,108,23,1
10279,53,Male,5,20,5,25,Premium,Annual,483,6,0
10280,56,Male,56,29,7,17,Standard,Annual,211,11,1
10281,23,Female,7,17,0,23,Basic,Monthly,692,22,1
10282,54,Male,39,28,8,27,Basic,Annual,996,3,1
10283,42,Male,12,19,10,16,Premium,Annual,272,12,0
10284,35,Male,23,6,5,4,Premium,Monthly,547,23,0
10285,41,Female,46,11,9,12,Basic,Annual,382,12,0
10286,46,Male,55,17,9,21,Standard,Monthly,420,28,1
10287,39,Female,26,20,10,23,Basic,Quarterly,313,3,1
10288,24,Female,10,11,3,4,Basic,Monthly,938,30,0
10289,55,Male,20,11,1,13,Premium,Quarterly,994,30,0
10290,49,Male,49,17,8,8,Standard,Annual,285,9,0
10291,39,Female,55,15,5,21,Premium,Quarterly,697,9,1
10292,20,Male,47,13,8,14,Premium,Quarterly,474,25,0
10293,52,Male,25,22,8,28,Standard,Annual,607,21,1
10294,28,Male,30,19,0,12,Premium,Quarterly,989,25,0
10295,55,Male,43,26,0,7,Standard,Annual,979,22,0
10296,55,Female,8,19,2,16,Premium,Quarterly,964,6,0
10297,31,Female,5,7,10,30,Basic,Annual,231,12,1
10298,24,Female,10,3,2,18,Standard,Monthly,886,13,0
10299,49,Female,41,8,6,27,Basic,Annual,404,8,1
10300,24,Male,11,17,5,24,Premium,Annual,507,7,0
10301,58,Female,4,27,1,12,Standard,Monthly,816,6,0
10302,53,Male,20,1,1,16,Standard,Annual,471,24,0
10303,37,Female,59,2,8,24,Standard,Annual,141,14,1
10304,37,Female,34,23,10,19,Premium,Monthly,718,19,1
10305,28,Male,29,5,2,8,Basic,Quarterly,335,10,0
10306,37,Male,60,24,8,21,Standard,Quarterly,368,12,1
10307,38,Female,3,6,6,2,Basic,Annual,861,30,0
10308,58,Male,50,22,6,28,Premium,Annual,560,20,1
10309,21,Male,20,6,8,6,Basic,Monthly,152,21,0
10310,63,Female,15,13,8,5,Premium,Annual,586,30,0
10311,45,Female,19,11,6,29,Standard,Monthly,869,19,1
10312,64,Male,42,2,0,26,Premium,Annual,379,22,0
10313,25,Female,27,21,4,30,Standard,Annual,925,21,0
10314,36,Male,54,15,10,6,Basic,Annual,408,18,0
10315,59,Female,46,3,9,5,Standard,Quarterly,714,19,1
10316,31,Female,9,19,10,7,Basic,Monthly,184,7,0
10317,53,Female,60,6,0,24,Premium,Quarterly,307,24,1
10318,48,Female,15,17,9,1,Premium,Monthly,273,30,0
10319,37,Male,21,2,3,21,Premium,Annual,611,8,0
10320,58,Male,5,13,2,2,Basic,Quarterly,466,30,0
10321,21,Female,49,23,7,20,Premium,Monthly,956,24,1
10322,24,Male,34,16,2,11,Standard,Monthly,918,24,0
10323,51,Female,10,9,2,7,Standard,Monthly,967,27,0
10324,35,Female,30,21,8,24,Standard,Quarterly,777,4,1
10325,63,Male,56,7,7,22,Premium,Quarterly,322,29,1
10326,52,Male,56,5,10,3,Basic,Annual,958,29,1
10327,41,Male,19,27,5,28,Basic,Annual,937,22,0
10328,63,Female,37,8,6,4,Premium,Quarterly,167,11,0
10329,25,Male,21,24,9,16,Basic,Annual,888,12,0
10330,18,Male,21,24,0,12,Standard,Quarterly,182,8,0
10331,45,Male,33,16,4,7,Premium,Annual,436,24,0
10332,29,Female,55,14,10,7,Premium,Monthly,151,8,0
10333,65,Male,27,15,1,27,Standard,Monthly,806,4,0
10334,46,Male,48,16,8,28,Premium,Monthly,512,28,1
10335,62,Male,57,11,8,4,Premium,Quarterly,780,23,0
10336,21,Female,33,29,10,29,Standard,Quarterly,341,26,1
10337,28,Female,19,21,4,20,Premium,Annual,100,18,0
10338,46,Male,5,2,9,9,Premium,Annual,912,29,1
10339,58,Male,54,24,8,20,Standard,Quarterly,970,28,1
10340,22,Female,37,19,0,24,Premium,Quarterly,445,1,1
10341,20,Female,56,17,9,30,Basic,Quarterly,840,9,1
10342,50,Female,29,10,5,30,Basic,Annual,323,17,1
10343,46,Female,58,12,7,5,Basic,Annual,324,26,0
10344,51,Male,14,17,0,6,Basic,Quarterly,145,15,0
10345,18,Male,29,13,3,20,Basic,Quarterly,420,19,0
10346,42,Male,44,8,8,24,Premium,Annual,354,25,1
10347,27,Male,47,4,8,26,Standard,Monthly,286,7,1
10348,47,Female,36,4,5,21,Basic,Quarterly,764,6,1
10349,19,Female,50,17,8,23,Basic,Quarterly,164,20,1
10350,44,Male,6,8,0,9,Standard,Monthly,369,27,0
10351,63,Female,55,6,8,6,Premium,Monthly,698,2,0
10352,63,Female,47,6,10,22,Standard,Annual,233,11,1
10353,44,Male,3,13,1,8,Basic,Monthly,471,20,0
10354,42,Male,16,5,6,4,Basic,Quarterly,981,3,0
10355,57,Female,55,5,4,9,Standard,Monthly,890,25,1
10356,47,Female,57,11,4,12,Basic,Quarterly,245,9,0
10357,59,Male,46,5,10,27,Standard,Monthly,621,17,1
10358,22,Male,22,22,2,14,Standard,Annual,572,4,0
10359,46,Male,5,25,2,21,Basic,Quarterly,920,14,0
10360,19,Female,23,19,10,26,Basic,Monthly,132,18,1
10361,23,Female,55,4,4,30,Premium,Monthly,848,1,1
10362,43,Female,31,28,2,13,Premium,Annual,988,20,0
10363,63,Female,56,10,10,15,Premium,Monthly,748,3,0
10364,65,Female,27,14,6,22,Standard,Monthly,668,20,1
10365,20,Female,50,6,8,25,Standard,Quarterly,329,18,1
10366,21,Male,40,7,1,16,Premium,Annual,835,6,0
10367,47,Male,14,12,0,9,Standard,Quarterly,562,10,0
10368,53,Male,40,10,7,26,Basic,Monthly,777,1,1
10369,59,Male,42,24,6,23,Premium,Quarterly,539,5,1
10370,23,Female,4,2,3,12,Premium,Quarterly,577,9,0
10371,27,Female,52,29,9,30,Standard,Annual,256,8,1
10372,65,Female,57,4,10,26,Standard,Annual,619,6,1
10373,62,Male,55,7,7,7,Basic,Quarterly,335,8,0
10374,29,Male,57,28,5,30,Basic,Quarterly,608,10,1
10375,22,Female,43,6,4,22,Premium,Annual,928,6,0
10376,64,Female,3,14,7,23,Basic,Monthly,337,17,1
10377,20,Male,52,21,2,12,Standard,Annual,829,5,0
10378,43,Male,47,29,5,27,Premium,Monthly,565,26,1
10379,37,Female,47,23,8,27,Premium,Annual,112,18,1
10380,21,Male,15,7,0,20,Premium,Quarterly,479,7,0
10381,61,Female,50,13,8,4,Premium,Annual,957,8,0
10382,39,Female,45,5,8,6,Basic,Annual,441,1,0
10383,34,Female,55,5,8,30,Premium,Annual,180,3,1
10384,49,Male,29,8,10,22,Standard,Monthly,776,4,1
10385,64,Female,60,26,7,3,Premium,Monthly,241,17,0
10386,53,Male,44,17,0,1,Premium,Monthly,698,28,0
10387,32,Male,52,22,5,26,Basic,Monthly,528,11,1
10388,20,Female,27,4,9,29,Basic,Monthly,659,19,1
10389,34,Female,37,23,6,3,Premium,Quarterly,192,2,0
10390,49,Female,29,18,1,20,Premium,Quarterly,443,10,0
10391,25,Male,9,30,7,29,Premium,Annual,656,25,0
10392,31,Male,2,11,6,29,Basic,Annual,537,30,0
10393,32,Male,26,30,6,19,Premium,Quarterly,527,27,1
10394,52,Female,36,8,9,20,Standard,Quarterly,478,6,1
10395,25,Male,36,11,6,7,Standard,Annual,160,3,0
10396,57,Female,58,2,10,17,Standard,Quarterly,119,23,1
10397,23,Female,12,16,6,29,Standard,Annual,124,20,1
10398,45,Female,57,22,5,11,Premium,Annual,159,9,0
10399,29,Female,52,28,8,23,Standard,Quarterly,209,24,1
10400,55,Female,39,23,0,8,Premium,Monthly,688,4,0
10401,31,Male,44,20,7,22,Standard,Annual,757,24,1
10402,31,Male,53,27,8,21,Basic,Annual,211,2,1
10403,24,Female,42,17,7,8,Basic,Annual,210,29,0
10404,58,Female,37,5,4,22,Premium,Monthly,428,21,1
10405,33,Male,42,12,8,22,Premium,Quarterly,665,9,1
10406,42,Male,31,15,6,7,Premium,Monthly,800,21,0
10407,26,Female,5,8,10,22,Premium,Quarterly,327,26,1
10408,62,Male,16,13,1,10,Basic,Monthly,360,5,0
10409,45,Female,1,21,9,29,Standard,Monthly,737,19,1
10410,25,Male,54,3,1,24,Basic,Annual,681,11,0
10411,60,Male,25,4,9,10,Standard,Monthly,677,24,1
10412,52,Male,20,20,10,26,Premium,Annual,247,23,0
10413,48,Male,49,22,10,30,Basic,Quarterly,223,14,1
10414,56,Female,46,14,6,4,Basic,Quarterly,319,17,0
10415,48,Female,3,17,8,6,Premium,Annual,805,19,0
10416,53,Female,10,6,8,20,Standard,Monthly,546,5,0
10417,56,Male,39,14,5,1,Basic,Monthly,453,11,0
10418,36,Female,12,8,8,23,Basic,Annual,733,10,0
10419,28,Male,44,4,10,0,Premium,Quarterly,948,21,0
10420,40,Male,13,27,0,20,Standard,Monthly,742,18,0
10421,53,Male,42,14,9,18,Basic,Quarterly,361,17,1
10422,34,Male,6,9,10,8,Standard,Annual,380,15,0
10423,36,Male,58,1,4,23,Standard,Annual,638,29,0
10424,58,Female,58,23,0,7,Premium,Annual,310,29,0
10425,39,Male,54,16,4,16,Standard,Monthly,172,29,0
10426,54,Female,29,2,7,27,Basic,Monthly,835,11,1
10427,25,Female,58,8,8,22,Basic,Monthly,998,20,1
10428,22,Male,15,4,6,27,Standard,Annual,228,17,0
10429,20,Male,57,1,9,21,Basic,Monthly,385,17,1
10430,49,Female,48,13,9,12,Premium,Monthly,988,25,0
10431,24,Female,16,14,10,23,Premium,Monthly,680,10,1
10432,34,Female,59,26,10,19,Standard,Quarterly,460,18,1
10433,61,Male,55,9,9,26,Premium,Quarterly,724,13,1
10434,61,Male,34,21,1,6,Premium,Quarterly,812,16,0
10435,55,Male,23,28,7,11,Premium,Annual,851,4,0
10436,32,Male,39,7,8,6,Standard,Quarterly,333,29,0
10437,29,Male,56,4,7,19,Premium,Quarterly,832,7,1
10438,35,Female,7,24,5,22,Basic,Monthly,254,25,1
10439,61,Male,42,30,6,22,Basic,Monthly,129,15,1
10440,46,Male,57,6,7,0,Premium,Quarterly,346,8,0
10441,56,Female,38,19,4,23,Standard,Monthly,327,14,1
10442,53,Male,47,21,6,21,Premium,Annual,664,27,1
10443,61,Female,53,7,2,25,Standard,Monthly,994,2,1
10444,36,Male,7,19,7,25,Basic,Annual,148,7,0
10445,19,Female,56,12,1,25,Basic,Annual,484,17,1
10446,33,Male,49,19,2,10,Basic,Monthly,727,16,0
10447,47,Female,25,4,9,30,Standard,Monthly,184,7,1
10448,65,Male,32,6,6,24,Basic,Quarterly,409,16,1
10449,20,Female,18,27,7,11,Premium,Monthly,159,5,0
10450,21,Male,55,19,9,15,Premium,Quarterly,564,1,0
10451,57,Male,57,8,4,11,Premium,Quarterly,624,12,0
10452,30,Female,46,25,4,26,Premium,Quarterly,835,15,0
10453,58,Female,34,11,2,12,Basic,Monthly,903,8,0
10454,36,Female,3,26,8,27,Premium,Quarterly,349,12,1
10455,47,Female,50,1,5,3,Standard,Monthly,784,1,0
10456,52,Male,7,5,10,9,Premium,Monthly,734,22,1
10457,21,Male,35,22,2,24,Standard,Annual,889,7,0
10458,58,Female,28,3,7,4,Basic,Quarterly,290,10,1
10459,20,Female,53,5,7,1,Standard,Annual,954,4,0
10460,42,Male,3,5,4,17,Standard,Quarterly,367,28,0
10461,52,Male,6,8,4,28,Standard,Annual,536,8,0
10462,54,Female,55,25,3,25,Premium,Monthly,740,17,1
10463,24,Female,13,12,5,16,Standard,Quarterly,460,15,0
10464,18,Female,43,4,5,18,Standard,Monthly,431,2,1
10465,42,Female,60,8,3,4,Basic,Monthly,470,1,0
10466,62,Female,34,13,7,19,Basic,Monthly,283,19,1
10467,19,Female,52,21,7,14,Premium,Annual,123,21,0
10468,32,Female,10,18,0,5,Premium,Monthly,806,9,0
10469,48,Female,42,11,5,26,Standard,Quarterly,676,22,1
10470,47,Male,60,30,4,30,Basic,Annual,326,21,0
10471,26,Male,38,10,7,17,Basic,Monthly,618,19,1
10472,44,Male,26,9,4,20,Standard,Monthly,330,26,0
10473,30,Male,5,3,6,23,Standard,Annual,279,28,0
10474,53,Female,39,1,0,22,Standard,Monthly,372,23,1
10475,30,Male,41,17,10,18,Standard,Quarterly,158,5,1
10476,28,Male,16,17,5,15,Premium,Monthly,498,17,0
10477,63,Male,35,21,5,24,Premium,Quarterly,735,20,1
10478,45,Female,30,10,8,21,Standard,Annual,308,12,1
10479,60,Male,28,20,8,16,Standard,Quarterly,982,21,1
10480,51,Female,38,3,7,3,Premium,Annual,563,9,1
10481,19,Female,8,13,8,27,Standard,Quarterly,431,6,1
